visit_id,cookie_id,page_id,event_type,sequence_number,event_time
0dc56a,fb0702,9,2,6,01/27/2020
0dc56a,fb0702,11,1,7,01/27/2020
0dc56a,fb0702,12,1,8,01/27/2020
0dc56a,fb0702,13,3,9,01/27/2020
e99a81,368f87,1,1,1,02/25/2020
e99a81,368f87,2,1,2,02/25/2020
e99a81,368f87,5,1,3,02/25/2020
e99a81,368f87,8,1,4,02/25/2020
e99a81,368f87,8,2,5,02/25/2020
e99a81,368f87,12,1,6,02/25/2020
e99a81,368f87,13,3,7,02/25/2020
fa8381,061fca,1,1,1,03/05/2020
fa8381,061fca,2,1,2,03/05/2020
fa8381,061fca,5,1,3,03/05/2020
fa8381,061fca,5,2,4,03/05/2020
fa8381,061fca,6,1,5,03/05/2020
fa8381,061fca,8,1,6,03/05/2020
fa8381,061fca,8,2,7,03/05/2020
fa8381,061fca,10,1,8,03/05/2020
08ad42,0eecbb,1,1,1,02/28/2020
08ad42,0eecbb,3,1,2,02/28/2020
08ad42,0eecbb,5,1,3,02/28/2020
08ad42,0eecbb,7,1,4,02/28/2020
08ad42,0eecbb,8,1,5,02/28/2020
08ad42,0eecbb,10,1,6,02/28/2020
08ad42,0eecbb,11,1,7,02/28/2020
e10d47,c3aede,1,1,1,01/30/2020
e10d47,c3aede,2,1,2,01/30/2020
e10d47,c3aede,5,1,3,01/30/2020
4d80e5,4a21d7,1,1,1,02/03/2020
4d80e5,4a21d7,2,1,2,02/03/2020
4d80e5,4a21d7,3,1,3,02/03/2020
4d80e5,4a21d7,3,2,4,02/03/2020
4d80e5,4a21d7,4,1,5,02/03/2020
4d80e5,4a21d7,4,2,6,02/03/2020
4d80e5,4a21d7,5,1,7,02/03/2020
4d80e5,4a21d7,7,1,8,02/03/2020
4d80e5,4a21d7,9,1,9,02/03/2020
4d80e5,4a21d7,9,2,10,02/03/2020
4d80e5,4a21d7,10,1,11,02/03/2020
4d80e5,4a21d7,11,1,12,02/03/2020
4d80e5,4a21d7,12,1,13,02/03/2020
4d80e5,4a21d7,13,3,14,02/03/2020
b78502,a88c32,1,1,1,01/21/2020
b78502,a88c32,2,1,2,01/21/2020
b78502,a88c32,4,1,3,01/21/2020
b78502,a88c32,4,2,4,01/21/2020
b78502,a88c32,5,1,5,01/21/2020
b78502,a88c32,8,1,6,01/21/2020
b78502,a88c32,10,1,7,01/21/2020
b78502,a88c32,10,2,8,01/21/2020
b78502,a88c32,11,1,9,01/21/2020
b78502,a88c32,11,2,10,01/21/2020
b78502,a88c32,12,1,11,01/21/2020
b78502,a88c32,13,3,12,01/21/2020
7af4a0,eefca9,1,1,1,03/15/2020
7af4a0,eefca9,4,1,2,03/15/2020
7af4a0,eefca9,5,1,3,03/15/2020
7af4a0,eefca9,5,2,4,03/15/2020
7af4a0,eefca9,6,1,5,03/15/2020
7af4a0,eefca9,6,2,6,03/15/2020
7af4a0,eefca9,7,1,7,03/15/2020
7af4a0,eefca9,7,2,8,03/15/2020
7af4a0,eefca9,8,1,9,03/15/2020
7af4a0,eefca9,12,1,10,03/15/2020
7af4a0,eefca9,13,3,11,03/15/2020
b6c3f3,6ef7b8,1,1,1,02/04/2020
b6c3f3,6ef7b8,3,1,2,02/04/2020
b6c3f3,6ef7b8,3,2,3,02/04/2020
b6c3f3,6ef7b8,4,1,4,02/04/2020
b6c3f3,6ef7b8,4,2,5,02/04/2020
b6c3f3,6ef7b8,5,1,6,02/04/2020
b6c3f3,6ef7b8,7,1,7,02/04/2020
b6c3f3,6ef7b8,7,2,8,02/04/2020
b6c3f3,6ef7b8,9,1,9,02/04/2020
b6c3f3,6ef7b8,9,2,10,02/04/2020
b6c3f3,6ef7b8,10,1,11,02/04/2020
b6c3f3,6ef7b8,10,2,12,02/04/2020
b6c3f3,6ef7b8,11,1,13,02/04/2020
b6c3f3,6ef7b8,12,1,14,02/04/2020
b6c3f3,6ef7b8,13,3,15,02/04/2020
07cb4e,9124c5,1,1,1,01/16/2020
07cb4e,9124c5,2,1,2,01/16/2020
07cb4e,9124c5,4,1,3,01/16/2020
07cb4e,9124c5,6,1,4,01/16/2020
07cb4e,9124c5,7,1,5,01/16/2020
07cb4e,9124c5,8,1,6,01/16/2020
c76f15,274c8f,1,1,1,02/18/2020
c76f15,274c8f,3,1,2,02/18/2020
c76f15,274c8f,3,2,3,02/18/2020
c76f15,274c8f,6,1,4,02/18/2020
c76f15,274c8f,6,2,5,02/18/2020
c76f15,274c8f,8,1,6,02/18/2020
c76f15,274c8f,9,1,7,02/18/2020
c76f15,274c8f,9,2,8,02/18/2020
c76f15,274c8f,12,1,9,02/18/2020
087ac6,30b742,1,1,1,02/03/2020
087ac6,30b742,2,1,2,02/03/2020
087ac6,30b742,5,1,3,02/03/2020
087ac6,30b742,6,1,4,02/03/2020
087ac6,30b742,6,2,5,02/03/2020
087ac6,30b742,7,1,6,02/03/2020
087ac6,30b742,7,2,7,02/03/2020
087ac6,30b742,9,1,8,02/03/2020
087ac6,30b742,9,2,9,02/03/2020
087ac6,30b742,10,1,10,02/03/2020
087ac6,30b742,12,1,11,02/03/2020
087ac6,30b742,13,3,12,02/03/2020
e49af4,00c967,1,1,1,04/04/2020
e49af4,00c967,2,1,2,04/04/2020
e49af4,00c967,5,1,3,04/04/2020
e49af4,00c967,5,2,4,04/04/2020
e49af4,00c967,8,1,5,04/04/2020
e49af4,00c967,8,2,6,04/04/2020
e49af4,00c967,9,1,7,04/04/2020
e49af4,00c967,9,2,8,04/04/2020
1956ed,e34a77,1,1,1,01/27/2020
1956ed,e34a77,2,1,2,01/27/2020
1956ed,e34a77,6,1,3,01/27/2020
1956ed,e34a77,7,1,4,01/27/2020
1956ed,e34a77,7,2,5,01/27/2020
1956ed,e34a77,12,1,6,01/27/2020
b201a9,8a1587,1,1,1,01/25/2020
b201a9,8a1587,2,1,2,01/25/2020
b201a9,8a1587,3,1,3,01/25/2020
b201a9,8a1587,4,1,4,01/25/2020
b201a9,8a1587,5,1,5,01/25/2020
b201a9,8a1587,6,1,6,01/25/2020
b201a9,8a1587,6,2,7,01/25/2020
b201a9,8a1587,8,1,8,01/25/2020
b201a9,8a1587,9,1,9,01/25/2020
b201a9,8a1587,10,1,10,01/25/2020
b201a9,8a1587,10,2,11,01/25/2020
b201a9,8a1587,11,1,12,01/25/2020
b201a9,8a1587,11,2,13,01/25/2020
b201a9,8a1587,12,1,14,01/25/2020
b201a9,8a1587,13,3,15,01/25/2020
4f0a45,69930a,1,1,1,02/07/2020
4f0a45,69930a,3,1,2,02/07/2020
4f0a45,69930a,4,1,3,02/07/2020
4f0a45,69930a,4,2,4,02/07/2020
4f0a45,69930a,7,1,5,02/07/2020
4f0a45,69930a,8,1,6,02/07/2020
4f0a45,69930a,8,2,7,02/07/2020
4f0a45,69930a,9,1,8,02/07/2020
4f0a45,69930a,9,2,9,02/07/2020
4f0a45,69930a,11,1,10,02/07/2020
4f0a45,69930a,12,1,11,02/07/2020
4f0a45,69930a,13,3,12,02/07/2020
ca6607,74c435,1,1,1,01/25/2020
ca6607,74c435,2,1,2,01/25/2020
ca6607,74c435,3,1,3,01/25/2020
ca6607,74c435,4,1,4,01/25/2020
ca6607,74c435,5,1,5,01/25/2020
ca6607,74c435,5,2,6,01/25/2020
ca6607,74c435,6,1,7,01/25/2020
ca6607,74c435,7,1,8,01/25/2020
ca6607,74c435,7,2,9,01/25/2020
ca6607,74c435,8,1,10,01/25/2020
ca6607,74c435,8,2,11,01/25/2020
ca6607,74c435,9,1,12,01/25/2020
ca6607,74c435,11,1,13,01/25/2020
ca6607,74c435,11,2,14,01/25/2020
ca6607,74c435,12,1,15,01/25/2020
9e4195,f61748,1,1,1,02/27/2020
9e4195,f61748,2,1,2,02/27/2020
9e4195,f61748,3,1,3,02/27/2020
9e4195,f61748,4,1,4,02/27/2020
9e4195,f61748,5,1,5,02/27/2020
9e4195,f61748,5,2,6,02/27/2020
9e4195,f61748,6,1,7,02/27/2020
9e4195,f61748,7,1,8,02/27/2020
9e4195,f61748,7,2,9,02/27/2020
9e4195,f61748,8,1,10,02/27/2020
9e4195,f61748,9,1,11,02/27/2020
9e4195,f61748,10,1,12,02/27/2020
9e4195,f61748,10,2,13,02/27/2020
9e4195,f61748,12,1,14,02/27/2020
9e4195,f61748,13,3,15,02/27/2020
88fd42,c3f1dd,1,1,1,02/03/2020
88fd42,c3f1dd,2,1,2,02/03/2020
88fd42,c3f1dd,5,1,3,02/03/2020
88fd42,c3f1dd,5,2,4,02/03/2020
88fd42,c3f1dd,6,1,5,02/03/2020
88fd42,c3f1dd,6,2,6,02/03/2020
88fd42,c3f1dd,12,1,7,02/03/2020
88fd42,c3f1dd,13,3,8,02/03/2020
00fb4a,113d03,1,1,1,03/20/2020
00fb4a,113d03,2,1,2,03/20/2020
00fb4a,113d03,3,1,3,03/20/2020
00fb4a,113d03,5,1,4,03/20/2020
00fb4a,113d03,6,1,5,03/20/2020
00fb4a,113d03,9,1,6,03/20/2020
745ba0,1b5a68,1,1,1,01/19/2020
745ba0,1b5a68,2,1,2,01/19/2020
745ba0,1b5a68,4,1,3,01/19/2020
745ba0,1b5a68,4,2,4,01/19/2020
745ba0,1b5a68,9,1,5,01/19/2020
745ba0,1b5a68,10,1,6,01/19/2020
745ba0,1b5a68,11,1,7,01/19/2020
745ba0,1b5a68,12,1,8,01/19/2020
745ba0,1b5a68,13,3,9,01/19/2020
434fa2,2bb4ed,1,1,1,03/13/2020
434fa2,2bb4ed,7,1,2,03/13/2020
434fa2,2bb4ed,11,1,3,03/13/2020
434fa2,2bb4ed,11,2,4,03/13/2020
434fa2,2bb4ed,12,1,5,03/13/2020
5d5b6e,975d24,1,1,1,03/25/2020
5d5b6e,975d24,2,1,2,03/25/2020
5d5b6e,975d24,5,1,3,03/25/2020
5d5b6e,975d24,6,1,4,03/25/2020
5d5b6e,975d24,7,1,5,03/25/2020
5d5b6e,975d24,7,2,6,03/25/2020
5d5b6e,975d24,10,1,7,03/25/2020
5d5b6e,975d24,10,2,8,03/25/2020
5d5b6e,975d24,12,1,9,03/25/2020
5d5b6e,975d24,13,3,10,03/25/2020
ac97e4,0582c3,1,1,1,03/02/2020
ac97e4,0582c3,2,1,2,03/02/2020
ac97e4,0582c3,3,1,3,03/02/2020
ac97e4,0582c3,6,1,4,03/02/2020
ac97e4,0582c3,6,2,5,03/02/2020
ac97e4,0582c3,7,1,6,03/02/2020
ac97e4,0582c3,8,1,7,03/02/2020
ac97e4,0582c3,8,2,8,03/02/2020
ac97e4,0582c3,10,1,9,03/02/2020
ac97e4,0582c3,10,2,10,03/02/2020
ac97e4,0582c3,12,1,11,03/02/2020
ac97e4,0582c3,13,3,12,03/02/2020
8f39b8,1edbe0,1,1,1,01/29/2020
8f39b8,1edbe0,2,1,2,01/29/2020
8f39b8,1edbe0,3,1,3,01/29/2020
8f39b8,1edbe0,3,2,4,01/29/2020
8f39b8,1edbe0,4,1,5,01/29/2020
8f39b8,1edbe0,4,2,6,01/29/2020
8f39b8,1edbe0,5,1,7,01/29/2020
8f39b8,1edbe0,10,1,8,01/29/2020
8f39b8,1edbe0,10,2,9,01/29/2020
dd0bc2,00dc3a,1,1,1,02/20/2020
dd0bc2,00dc3a,2,1,2,02/20/2020
dd0bc2,00dc3a,3,1,3,02/20/2020
dd0bc2,00dc3a,4,1,4,02/20/2020
dd0bc2,00dc3a,4,2,5,02/20/2020
dd0bc2,00dc3a,7,1,6,02/20/2020
dd0bc2,00dc3a,9,1,7,02/20/2020
dd0bc2,00dc3a,10,1,8,02/20/2020
dd0bc2,00dc3a,10,2,9,02/20/2020
dd0bc2,00dc3a,12,1,10,02/20/2020
dd0bc2,00dc3a,13,3,11,02/20/2020
4f4600,dc7fd6,1,1,1,04/13/2020
4f4600,dc7fd6,6,1,2,04/13/2020
4f4600,dc7fd6,10,1,3,04/13/2020
4f4600,dc7fd6,10,2,4,04/13/2020
4f4600,dc7fd6,12,1,5,04/13/2020
4f4600,dc7fd6,13,3,6,04/13/2020
3b369f,e9cbc2,1,1,1,03/07/2020
3b369f,e9cbc2,2,1,2,03/07/2020
3b369f,e9cbc2,3,1,3,03/07/2020
3b369f,e9cbc2,4,1,4,03/07/2020
3b369f,e9cbc2,6,1,5,03/07/2020
3b369f,e9cbc2,6,2,6,03/07/2020
3b369f,e9cbc2,7,1,7,03/07/2020
3b369f,e9cbc2,7,2,8,03/07/2020
3b369f,e9cbc2,8,1,9,03/07/2020
3b369f,e9cbc2,8,2,10,03/07/2020
3b369f,e9cbc2,10,1,11,03/07/2020
3b369f,e9cbc2,12,1,12,03/07/2020
3b369f,e9cbc2,13,3,13,03/07/2020
16012,329df4,1,1,1,02/14/2020
16012,329df4,2,1,2,02/14/2020
16012,329df4,3,1,3,02/14/2020
16012,329df4,3,2,4,02/14/2020
16012,329df4,8,1,5,02/14/2020
16012,329df4,9,1,6,02/14/2020
16012,329df4,10,1,7,02/14/2020
16012,329df4,10,2,8,02/14/2020
16012,329df4,11,1,9,02/14/2020
16012,329df4,12,1,10,02/14/2020
16012,329df4,13,3,11,02/14/2020
d2c158,ff9338,1,1,1,03/26/2020
d2c158,ff9338,2,1,2,03/26/2020
d2c158,ff9338,4,1,3,03/26/2020
d2c158,ff9338,4,2,4,03/26/2020
d2c158,ff9338,6,1,5,03/26/2020
d2c158,ff9338,6,2,6,03/26/2020
d2c158,ff9338,7,1,7,03/26/2020
d2c158,ff9338,7,2,8,03/26/2020
d2c158,ff9338,12,1,9,03/26/2020
d2c158,ff9338,13,3,10,03/26/2020
a85735,22187,1,1,1,02/16/2020
a85735,22187,2,1,2,02/16/2020
a85735,22187,3,1,3,02/16/2020
a85735,22187,3,2,4,02/16/2020
a85735,22187,4,1,5,02/16/2020
a85735,22187,5,1,6,02/16/2020
a85735,22187,5,2,7,02/16/2020
a85735,22187,9,1,8,02/16/2020
a85735,22187,9,2,9,02/16/2020
a85735,22187,12,1,10,02/16/2020
e9efac,c73987,1,1,1,01/21/2020
e9efac,c73987,2,1,2,01/21/2020
e9efac,c73987,3,1,3,01/21/2020
e9efac,c73987,4,1,4,01/21/2020
e9efac,c73987,4,2,5,01/21/2020
e9efac,c73987,8,1,6,01/21/2020
e9efac,c73987,9,1,7,01/21/2020
e9efac,c73987,10,1,8,01/21/2020
e9efac,c73987,10,2,9,01/21/2020
e9efac,c73987,11,1,10,01/21/2020
e9efac,c73987,11,2,11,01/21/2020
e9efac,c73987,12,1,12,01/21/2020
e9efac,c73987,13,3,13,01/21/2020
08ad79,947179,1,1,1,01/15/2020
08ad79,947179,2,1,2,01/15/2020
08ad79,947179,3,1,3,01/15/2020
08ad79,947179,3,2,4,01/15/2020
08ad79,947179,6,1,5,01/15/2020
08ad79,947179,6,2,6,01/15/2020
08ad79,947179,8,1,7,01/15/2020
08ad79,947179,8,2,8,01/15/2020
08ad79,947179,9,1,9,01/15/2020
08ad79,947179,9,2,10,01/15/2020
08ad79,947179,12,1,11,01/15/2020
08ad79,947179,13,3,12,01/15/2020
5ab169,39adaa,1,1,1,02/28/2020
5ab169,39adaa,2,1,2,02/28/2020
5ab169,39adaa,3,1,3,02/28/2020
5ab169,39adaa,6,1,4,02/28/2020
5ab169,39adaa,6,2,5,02/28/2020
5ab169,39adaa,7,1,6,02/28/2020
5ab169,39adaa,7,2,7,02/28/2020
5ab169,39adaa,8,1,8,02/28/2020
5ab169,39adaa,10,1,9,02/28/2020
5ab169,39adaa,10,2,10,02/28/2020
5ab169,39adaa,12,1,11,02/28/2020
5ab169,39adaa,13,3,12,02/28/2020
9cf14f,1cefb6,1,1,1,03/17/2020
9cf14f,1cefb6,2,1,2,03/17/2020
9cf14f,1cefb6,5,1,3,03/17/2020
9cf14f,1cefb6,8,1,4,03/17/2020
9cf14f,1cefb6,8,2,5,03/17/2020
9cf14f,1cefb6,9,1,6,03/17/2020
9cf14f,1cefb6,9,2,7,03/17/2020
9cf14f,1cefb6,12,1,8,03/17/2020
9cf14f,1cefb6,13,3,9,03/17/2020
a31359,2b4063,1,1,1,02/05/2020
a31359,2b4063,2,1,2,02/05/2020
a31359,2b4063,4,1,3,02/05/2020
a31359,2b4063,6,1,4,02/05/2020
a31359,2b4063,6,2,5,02/05/2020
a31359,2b4063,10,1,6,02/05/2020
a31359,2b4063,11,1,7,02/05/2020
a31359,2b4063,12,1,8,02/05/2020
a31359,2b4063,13,3,9,02/05/2020
3ef5b2,904cee,1,1,1,03/17/2020
3ef5b2,904cee,2,1,2,03/17/2020
3ef5b2,904cee,4,1,3,03/17/2020
3ef5b2,904cee,4,2,4,03/17/2020
3ef5b2,904cee,5,1,5,03/17/2020
3ef5b2,904cee,5,2,6,03/17/2020
3ef5b2,904cee,6,1,7,03/17/2020
3ef5b2,904cee,10,1,8,03/17/2020
3ef5b2,904cee,10,2,9,03/17/2020
3ef5b2,904cee,12,1,10,03/17/2020
3ef5b2,904cee,13,3,11,03/17/2020
1bd767,9b5f71,1,1,1,02/08/2020
1bd767,9b5f71,2,1,2,02/08/2020
1bd767,9b5f71,4,1,3,02/08/2020
1bd767,9b5f71,4,2,4,02/08/2020
1bd767,9b5f71,5,1,5,02/08/2020
1bd767,9b5f71,6,1,6,02/08/2020
1bd767,9b5f71,7,1,7,02/08/2020
1bd767,9b5f71,9,1,8,02/08/2020
1bd767,9b5f71,9,2,9,02/08/2020
1bd767,9b5f71,10,1,10,02/08/2020
1bd767,9b5f71,10,2,11,02/08/2020
1bd767,9b5f71,11,1,12,02/08/2020
1bd767,9b5f71,11,2,13,02/08/2020
1bd767,9b5f71,12,1,14,02/08/2020
1bd767,9b5f71,13,3,15,02/08/2020
c56b3a,ad1f2c,1,1,1,02/25/2020
c56b3a,ad1f2c,2,1,2,02/25/2020
c56b3a,ad1f2c,3,1,3,02/25/2020
c56b3a,ad1f2c,3,2,4,02/25/2020
c56b3a,ad1f2c,6,1,5,02/25/2020
c56b3a,ad1f2c,6,2,6,02/25/2020
c56b3a,ad1f2c,7,1,7,02/25/2020
c56b3a,ad1f2c,8,1,8,02/25/2020
c56b3a,ad1f2c,8,2,9,02/25/2020
c56b3a,ad1f2c,12,1,10,02/25/2020
c56b3a,ad1f2c,13,3,11,02/25/2020
fef57f,18f517,1,1,1,02/04/2020
fef57f,18f517,2,1,2,02/04/2020
fef57f,18f517,4,1,3,02/04/2020
fef57f,18f517,6,1,4,02/04/2020
fef57f,18f517,6,2,5,02/04/2020
fef57f,18f517,7,1,6,02/04/2020
fef57f,18f517,8,1,7,02/04/2020
fef57f,18f517,10,1,8,02/04/2020
a6cd47,55c55b,1,1,1,03/26/2020
a6cd47,55c55b,2,1,2,03/26/2020
a6cd47,55c55b,5,1,3,03/26/2020
a6cd47,55c55b,8,1,4,03/26/2020
a6cd47,55c55b,8,2,5,03/26/2020
a6cd47,55c55b,10,1,6,03/26/2020
a6cd47,55c55b,10,2,7,03/26/2020
a6cd47,55c55b,12,1,8,03/26/2020
a6cd47,55c55b,13,3,9,03/26/2020
866ff6,4c40e8,1,1,1,02/22/2020
866ff6,4c40e8,5,1,2,02/22/2020
866ff6,4c40e8,5,2,3,02/22/2020
866ff6,4c40e8,11,1,4,02/22/2020
866ff6,4c40e8,12,1,5,02/22/2020
3c0b50,ccf057,1,1,1,02/14/2020
3c0b50,ccf057,2,1,2,02/14/2020
3c0b50,ccf057,4,1,3,02/14/2020
3c0b50,ccf057,4,2,4,02/14/2020
3c0b50,ccf057,5,1,5,02/14/2020
3c0b50,ccf057,6,1,6,02/14/2020
3c0b50,ccf057,6,2,7,02/14/2020
3c0b50,ccf057,7,1,8,02/14/2020
3c0b50,ccf057,7,2,9,02/14/2020
3c0b50,ccf057,8,1,10,02/14/2020
3c0b50,ccf057,8,2,11,02/14/2020
3c0b50,ccf057,9,1,12,02/14/2020
3c0b50,ccf057,10,1,13,02/14/2020
3c0b50,ccf057,12,1,14,02/14/2020
9b418e,a2d56c,1,1,1,02/21/2020
9b418e,a2d56c,2,1,2,02/21/2020
9b418e,a2d56c,3,1,3,02/21/2020
9b418e,a2d56c,3,2,4,02/21/2020
9b418e,a2d56c,6,1,5,02/21/2020
9b418e,a2d56c,6,2,6,02/21/2020
9b418e,a2d56c,7,1,7,02/21/2020
9b418e,a2d56c,8,1,8,02/21/2020
9b418e,a2d56c,8,2,9,02/21/2020
9b418e,a2d56c,9,1,10,02/21/2020
9b418e,a2d56c,10,1,11,02/21/2020
9b418e,a2d56c,12,1,12,02/21/2020
9b418e,a2d56c,13,3,13,02/21/2020
fe5665,fdf68a,1,1,1,02/03/2020
fe5665,fdf68a,3,1,2,02/03/2020
fe5665,fdf68a,6,1,3,02/03/2020
fe5665,fdf68a,9,1,4,02/03/2020
fe5665,fdf68a,9,2,5,02/03/2020
fe5665,fdf68a,10,1,6,02/03/2020
fe5665,fdf68a,10,2,7,02/03/2020
fe5665,fdf68a,11,1,8,02/03/2020
fe5665,fdf68a,11,2,9,02/03/2020
fe5665,fdf68a,12,1,10,02/03/2020
fe5665,fdf68a,13,3,11,02/03/2020
5c7daf,72d72c,1,1,1,02/11/2020
5c7daf,72d72c,2,1,2,02/11/2020
5c7daf,72d72c,3,1,3,02/11/2020
5c7daf,72d72c,3,2,4,02/11/2020
5c7daf,72d72c,5,1,5,02/11/2020
5c7daf,72d72c,5,2,6,02/11/2020
5c7daf,72d72c,6,1,7,02/11/2020
5c7daf,72d72c,7,1,8,02/11/2020
5c7daf,72d72c,7,2,9,02/11/2020
5c7daf,72d72c,8,1,10,02/11/2020
5c7daf,72d72c,8,2,11,02/11/2020
5c7daf,72d72c,12,1,12,02/11/2020
5c7daf,72d72c,13,3,13,02/11/2020
95a1ba,188a1c,1,1,1,03/20/2020
95a1ba,188a1c,2,1,2,03/20/2020
64f4c3,0b2457,1,1,1,03/25/2020
64f4c3,0b2457,2,1,2,03/25/2020
64f4c3,0b2457,3,1,3,03/25/2020
64f4c3,0b2457,5,1,4,03/25/2020
64f4c3,0b2457,5,2,5,03/25/2020
64f4c3,0b2457,6,1,6,03/25/2020
64f4c3,0b2457,12,1,7,03/25/2020
64f4c3,0b2457,13,3,8,03/25/2020
14252c,18f57c,1,1,1,02/26/2020
14252c,18f57c,2,1,2,02/26/2020
14252c,18f57c,4,1,3,02/26/2020
14252c,18f57c,5,1,4,02/26/2020
14252c,18f57c,7,1,5,02/26/2020
14252c,18f57c,7,2,6,02/26/2020
14252c,18f57c,10,1,7,02/26/2020
14252c,18f57c,10,2,8,02/26/2020
14252c,18f57c,11,1,9,02/26/2020
14252c,18f57c,11,2,10,02/26/2020
14252c,18f57c,12,1,11,02/26/2020
14252c,18f57c,13,3,12,02/26/2020
b20635,172c5b,1,1,1,02/26/2020
b20635,172c5b,2,1,2,02/26/2020
b20635,172c5b,3,1,3,02/26/2020
b20635,172c5b,4,1,4,02/26/2020
b20635,172c5b,7,1,5,02/26/2020
b20635,172c5b,7,2,6,02/26/2020
b20635,172c5b,8,1,7,02/26/2020
b20635,172c5b,9,1,8,02/26/2020
b20635,172c5b,9,2,9,02/26/2020
b20635,172c5b,10,1,10,02/26/2020
b20635,172c5b,11,1,11,02/26/2020
b20635,172c5b,11,2,12,02/26/2020
b20635,172c5b,12,1,13,02/26/2020
b20635,172c5b,13,3,14,02/26/2020
b4840b,d5f9a8,1,1,1,02/26/2020
b4840b,d5f9a8,4,1,2,02/26/2020
b4840b,d5f9a8,7,1,3,02/26/2020
b4840b,d5f9a8,9,1,4,02/26/2020
b4840b,d5f9a8,9,2,5,02/26/2020
b4840b,d5f9a8,10,1,6,02/26/2020
b4840b,d5f9a8,11,1,7,02/26/2020
b4840b,d5f9a8,12,1,8,02/26/2020
b4840b,d5f9a8,13,3,9,02/26/2020
94fe66,dce1d6,1,1,1,02/22/2020
94fe66,dce1d6,2,1,2,02/22/2020
94fe66,dce1d6,3,1,3,02/22/2020
94fe66,dce1d6,10,1,4,02/22/2020
94fe66,dce1d6,10,2,5,02/22/2020
94fe66,dce1d6,12,1,6,02/22/2020
4f7a98,251cb7,1,1,1,01/29/2020
4f7a98,251cb7,2,1,2,01/29/2020
4f7a98,251cb7,5,1,3,01/29/2020
4f7a98,251cb7,5,2,4,01/29/2020
4f7a98,251cb7,6,1,5,01/29/2020
4f7a98,251cb7,6,2,6,01/29/2020
4166c2,3a8051,1,1,1,03/22/2020
4166c2,3a8051,3,1,2,03/22/2020
4166c2,3a8051,3,2,3,03/22/2020
4166c2,3a8051,4,1,4,03/22/2020
4166c2,3a8051,4,2,5,03/22/2020
4166c2,3a8051,9,1,6,03/22/2020
4166c2,3a8051,9,2,7,03/22/2020
4166c2,3a8051,11,1,8,03/22/2020
4166c2,3a8051,11,2,9,03/22/2020
4166c2,3a8051,12,1,10,03/22/2020
4166c2,3a8051,13,3,11,03/22/2020
e26a84,3221a7,1,1,1,01/18/2020
e26a84,3221a7,2,1,2,01/18/2020
e26a84,3221a7,3,1,3,01/18/2020
e26a84,3221a7,3,2,4,01/18/2020
e26a84,3221a7,4,1,5,01/18/2020
e26a84,3221a7,11,1,6,01/18/2020
e26a84,3221a7,11,2,7,01/18/2020
e26a84,3221a7,12,1,8,01/18/2020
e26a84,3221a7,13,3,9,01/18/2020
3049db,3de596,1,1,1,01/31/2020
3049db,3de596,4,1,2,01/31/2020
3049db,3de596,4,2,3,01/31/2020
3049db,3de596,6,1,4,01/31/2020
3049db,3de596,6,2,5,01/31/2020
3049db,3de596,7,1,6,01/31/2020
3049db,3de596,7,2,7,01/31/2020
3049db,3de596,8,1,8,01/31/2020
3049db,3de596,9,1,9,01/31/2020
3049db,3de596,9,2,10,01/31/2020
d8da04,d8f836,1,1,1,03/01/2020
d8da04,d8f836,2,1,2,03/01/2020
d8da04,d8f836,4,1,3,03/01/2020
d8da04,d8f836,6,1,4,03/01/2020
d8da04,d8f836,6,2,5,03/01/2020
d8da04,d8f836,7,1,6,03/01/2020
d8da04,d8f836,9,1,7,03/01/2020
d8da04,d8f836,9,2,8,03/01/2020
d8da04,d8f836,10,1,9,03/01/2020
d8da04,d8f836,10,2,10,03/01/2020
d8da04,d8f836,11,1,11,03/01/2020
d8da04,d8f836,12,1,12,03/01/2020
d8da04,d8f836,13,3,13,03/01/2020
3c1bdb,04de71,1,1,1,02/09/2020
3c1bdb,04de71,2,1,2,02/09/2020
3c1bdb,04de71,3,1,3,02/09/2020
3c1bdb,04de71,6,1,4,02/09/2020
3c1bdb,04de71,11,1,5,02/09/2020
3c1bdb,04de71,11,2,6,02/09/2020
a7621b,4d5962,1,1,1,03/15/2020
a7621b,4d5962,2,1,2,03/15/2020
a7621b,4d5962,6,1,3,03/15/2020
a7621b,4d5962,6,2,4,03/15/2020
a7621b,4d5962,7,1,5,03/15/2020
a7621b,4d5962,7,2,6,03/15/2020
a7621b,4d5962,9,1,7,03/15/2020
a7621b,4d5962,12,1,8,03/15/2020
a7621b,4d5962,13,3,9,03/15/2020
6b1932,4b9798,1,1,1,04/05/2020
6b1932,4b9798,2,1,2,04/05/2020
6b1932,4b9798,3,1,3,04/05/2020
6b1932,4b9798,3,2,4,04/05/2020
6b1932,4b9798,6,1,5,04/05/2020
6b1932,4b9798,6,2,6,04/05/2020
6b1932,4b9798,7,1,7,04/05/2020
6b1932,4b9798,7,2,8,04/05/2020
6b1932,4b9798,11,1,9,04/05/2020
6b1932,4b9798,11,2,10,04/05/2020
6b1932,4b9798,12,1,11,04/05/2020
383bd1,b51d8c,1,1,1,03/11/2020
383bd1,b51d8c,2,1,2,03/11/2020
383bd1,b51d8c,3,1,3,03/11/2020
383bd1,b51d8c,6,1,4,03/11/2020
383bd1,b51d8c,7,1,5,03/11/2020
383bd1,b51d8c,9,1,6,03/11/2020
383bd1,b51d8c,9,2,7,03/11/2020
